Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num,Specialty
Fall 2017,Mechanical Engineering,Mechanical Engineering,453,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Physics,Engineering Physics,454,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2017,8081,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,455,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,458,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,459,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,462,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,466,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,469,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Physics,Engineering Physics,470,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,471,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,475,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2017,Civil & Environmental Enginrng,Environmental Engineering,476,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Geo & Geological Engineering,Geological Engineering,478,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2017,8081,8071,M/FEx
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,480,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,481,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,482,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,485,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,486,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,Biological Enginrng 
Fall 2017,Mechanical Engineering,Mechanical Engineering,487,Summer 2021,CSCI200,Pass,Summer,2021,Fall,2017,8085,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,488,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,489,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2018,Civil & Environmental Enginrng,Environmental Engineering,490,Summer 2020,CSCI200,Pass,Summer,2020,Spring,2018,8081,8072,N/A
Spring 2018,Mechanical Engineering,Mechanical Engineering,491,Spring 2020,CSCI200,Pass,Spring,2020,Spring,2018,8080,8072,N/A
Fall 2017,Civil & Environmental Enginrng,Environmental Engineering,492,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2018,Mechanical Engineering,Mechanical Engineering,494,Spring 2020,CSCI200,Pass,Spring,2020,Spring,2018,8080,8072,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,495,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Physics,Engineering Physics,496,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,497,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2018,Civil & Environmental Enginrng,Civil Engineering,499,Spring 2018,CSCI200,Pass,Spring,2018,Spring,2018,8072,8072,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,501,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,Antenn & Wirels Comm 
Fall 2017,Mechanical Engineering,Mechanical Engineering,502,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,503,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2020,Electrical Engineering,Electrical Engineering,505,Summer 2020,CSCI200,Pass,Summer,2020,Spring,2020,8081,8080,Engy & Pwr Electrncs 
Fall 2017,Mechanical Engineering,Mechanical Engineering,507,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Applied Math & Statistics,Computational & Applied Math,508,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Petroleum,Petroleum Engineering,509,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,510,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2017,8087,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,511,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,512,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Petroleum,Petroleum Engineering,518,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,524,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,531,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,533,Summer One 2018,CSCI200,Pass,Summer One,2018,Fall,2017,8073,8071,N/A
Fall 2017,Petroleum,Petroleum Engineering,535,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2018,Humanities Arts Social Science,Ntrl Resc & Nrg Plcy,538,Fall 2018,CSCI200,Pass,Fall,2018,Spring,2018,8075,8072,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,540,Summer One 2018,CSCI200,Pass,Summer One,2018,Fall,2017,8073,8071,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,542,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,544,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,545,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,546,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,550,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,551,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,552,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,Intg Crcts & Elctrnc 
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,555,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Environmental Engineering,561,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,563,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,565,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Chemical & Biological Engineer,Chemical Engineering,567,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,Process Engineering 
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,568,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,569,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,572,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Chemistry,Biochemistry,575,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,578,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,579,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,582,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,588,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Environmental Engineering,590,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,593,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Chemical & Biological Engineer,Chemical Engineering,598,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,Process Engineering 
Spring 2018,Mining,Mining & Earth Sys Engineering,599,Summer One 2018,CSCI200,Pass,Summer One,2018,Spring,2018,8073,8072,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,602,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,603,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Physics,Engineering Physics,606,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,607,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Chemistry,Chemistry,614,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2018,8087,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,616,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,621,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,628,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,632,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,637,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2018,8087,8075,N/A
Fall 2018,Physics,Engineering Physics,638,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Spring 2018,Electrical Engineering,Electrical Engineering,645,Fall 2018,CSCI200,Pass,Fall,2018,Spring,2018,8075,8072,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,648,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Geophysics,Geophysical Engineering,650,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,651,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,657,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,658,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,662,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,664,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,666,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,670,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Geophysics,Geophysical Engineering,676,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,678,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Physics,Engineering Physics,681,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Environmental Engineering,683,Summer 2019,CSCI200,Pass,Summer,2019,Fall,2018,8077,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,684,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,689,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,693,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,695,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,697,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,699,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,700,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,703,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,704,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Petroleum,Petroleum Engineering,706,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2019,Petroleum,Petroleum Engineering,709,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,722,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,725,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,727,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2022,Interdisciplinary Program,Data Science,730,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,738,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Physics,Engineering Physics,749,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Chemical & Biological Engineer,Chemical Engineering,759,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,Process Engineering 
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,770,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Chemical & Biological Engineer,Chemical Engineering,778,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,Process Engineering 
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,790,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,803,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Interdisciplinary Program,Environmental Engineering,805,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,814,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,816,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,821,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,841,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Spring 2019,Civil & Environmental Enginrng,Civil Engineering,848,Spring 2019,CSCI200,Pass,Spring,2019,Spring,2019,8076,8076,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,849,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,856,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,861,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mining,Mining Engineering,862,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,871,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,876,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,883,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,887,Spring 2022,CSCI200,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,893,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,895,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Petroleum,Petroleum Engineering,896,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,899,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2019,8079,8079,Intg Crcts & Elctrnc 
Fall 2020,Civil & Environmental Enginrng,Environmental Engineering,912,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2019,Chemistry,Chemistry,916,Spring 2022,CSCI200,Pass,Spring,2022,Fall,2019,8088,8079,Biochemistry 
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,920,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,921,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,Info Sys & Science 
Fall 2019,Chemistry,Chemistry,924,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Physics,Engineering Physics,927,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Metallurgical & Materials Eng,Metallurgical & Materials Eng,936,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Petroleum,Petroleum Engineering,946,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,953,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Metallurgical & Materials Eng,Metallurgical & Materials Eng,955,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,958,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,967,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,968,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,972,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Spring 2020,Electrical Engineering,Electrical Engineering,974,Fall 2020,CSCI200,Pass,Fall,2020,Spring,2020,8083,8080,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,978,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,Engy & Pwr Electrncs 
Fall 2019,Interdisciplinary Program,Hydrology,984,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,988,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,990,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,998,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,1001,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mining,Mining Engineering,1002,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1005,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,1008,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2019,8081,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,1012,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Petroleum,Petroleum Engineering,1020,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Spring 2019,Electrical Engineering,Electrical Engineering,1021,Spring 2019,CSCI200,Pass,Spring,2019,Spring,2019,8076,8076,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,1028,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Geophysics,Geophysical Engineering,1031,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,1042,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1049,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Physics,Engineering Physics,1052,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,1057,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1062,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,1063,Summer 2021,CSCI200,Pass,Summer,2021,Fall,2020,8085,8083,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,1065,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2019,8081,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,1067,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,1068,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1107,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Spring 2020,Electrical Engineering,Electrical Engineering,1124,Spring 2021,CSCI200,Pass,Spring,2021,Spring,2020,8084,8080,N/A
Fall 2020,Physics,Engineering Physics,1143,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1153,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2020,8083,8083,N/A
