Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num,Specialty
Fall 2022,Economics and Business,Engineering & Tech Management,2826,Spring 2023,CSCI200,Pass,Spring,2023,Fall,2022,8092,8091,N/A
Fall 2021,Computer Science,Computer Science,2897,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2022,Computer Science,Computer Science,2905,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2021,Computer Science,Computer Science,2957,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2021,8091,8087,Business 
Fall 2021,Computer Science,Computer Science,2958,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2022,Computer Science,Computer Science,2966,Spring 2023,CSCI200,Pass,Spring,2023,Fall,2022,8092,8091,N/A
Spring 2022,Computer Science,Computer Science,3002,Fall 2022,CSCI200,Pass,Fall,2022,Spring,2022,8091,8088,N/A
Spring 2022,Computer Science,Computer Science,3021,Fall 2022,CSCI200,Pass,Fall,2022,Spring,2022,8091,8088,N/A
Fall 2020,Computer Science,Computer Science,3025,Spring 2023,CSCI200,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2022,Computer Science,Computer Science,3115,Fall 2022,CSCI200,Pass,Fall,2022,Fall,2022,8091,8091,Computer Eng 
Fall 2021,Applied Math & Statistics,Statistics,2398,Fall 2021,CSCI200,Tran,Fall,2021,Fall,2021,8087,8087,N/A
Fall 2022,Mechanical Engineering,Mechanical Engineering,2419,Fall 2022,CSCI200,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,2992,Fall 2022,CSCI200,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,3005,Fall 2022,CSCI200,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,3024,Fall 2022,CSCI200,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Spring 2023,Interdisciplinary Program,Robotics,1543,Fall 2023,CSCI220,Pass,Fall,2023,Spring,2023,8095,8092,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,1886,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Chemical & Biological Engineer,Chemical Engineering,1939,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2019,8092,8079,N/A
Spring 2020,Applied Math & Statistics,Computational & Applied Math,2303,Spring 2023,CSCI220,Pass,Spring,2023,Spring,2020,8092,8080,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2342,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2019,8092,8079,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,2348,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2349,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2351,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,2352,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,Intg Crcts & Elctrnc 
Fall 2020,Applied Math & Statistics,Statistics,2354,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2356,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Physics,Engineering Physics,2367,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,2369,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2375,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2377,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2382,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Chemical & Biological Engineer,Chemical Engineering,2384,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,Biological Enginrng 
Fall 2020,Mechanical Engineering,Mechanical Engineering,2389,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2397,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2399,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Interdisciplinary Program,Quantitative Biosci & Eng,2400,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Statistics,2403,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2405,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2406,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2411,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2412,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2413,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,Automotive
Fall 2021,Mechanical Engineering,Mechanical Engineering,2414,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2511,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Electrical Engineering,Electrical Engineering,2513,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2021,8095,8087,Intg Crcts & Elctrnc 
Fall 2019,Mechanical Engineering,Mechanical Engineering,2524,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2532,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2535,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Physics,Engineering Physics,2543,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,2546,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2547,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Geophysics,Geophysical Engineering,2551,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Applied Math & Statistics,Statistics,2557,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2558,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Economics and Business,Business Eng & Mngmt Sci,2559,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2660,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2019,8092,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2664,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2019,8095,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2669,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2676,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Chemical & Biological Engineer,Chemical Engineering,2677,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,2683,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,2684,Summer 2023,CSCI220,Pass,Summer,2023,Fall,2020,8093,8083,Intg Crcts & Elctrnc 
Fall 2020,Mechanical Engineering,Mechanical Engineering,2685,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2686,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2688,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2022,Petroleum,Petroleum Engineering,2695,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2022,8095,8091,N/A
Fall 2022,Computer Science,Computer Science,2696,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2022,8095,8091,N/A
Fall 2022,Computer Science,Computer Science,2699,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2022,8095,8091,Data Science 
Fall 2019,Mechanical Engineering,Mechanical Engineering,2742,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2767,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,2776,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,2781,Summer 2023,CSCI220,Pass,Summer,2023,Fall,2019,8093,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2794,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Computer Science,Computer Science,2803,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,2808,Fall 2023,CSCI220,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2022,Computer Science,Computer Science,2813,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2021,Electrical Engineering,Electrical Engineering,2817,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Electrical Engineering,Electrical Engineering,2820,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,Intg Crcts & Elctrnc 
Fall 2021,Electrical Engineering,Electrical Engineering,2821,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2022,Computer Science,Computer Science,2825,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2022,8092,8091,Computer Eng 
Fall 2022,Economics and Business,Engineering & Tech Management,2826,Summer 2023,CSCI220,Pass,Summer,2023,Fall,2022,8093,8091,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2889,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2890,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Engineering Design & Society,Engineering General,2894,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,Energy Studies 
Fall 2021,Computer Science,Electrical Engineering,2896,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,2897,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Computer Science,Computer Science,2902,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,2903,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2022,Computer Science,Computer Science,2905,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2022,8092,8091,N/A
Fall 2022,Computer Science,Computer Science,2907,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2021,Computer Science,Computer Science,2952,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2021,Computer Science,Computer Science,2953,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,2957,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,Business 
Fall 2021,Computer Science,Computer Science,2958,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2021,8092,8087,Data Science 
Fall 2022,Computer Science,Computer Science,2965,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,2966,Summer 2023,CSCI220,Pass,Summer,2023,Fall,2022,8093,8091,N/A
Fall 2021,Computer Science,Computer Science,2993,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Business 
Fall 2021,Computer Science,Computer Science,2995,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Business 
Fall 2021,Computer Science,Computer Science,2996,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,2997,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Robotics Intel Sys 
Fall 2021,Computer Science,Computer Science,2998,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2021,Computer Science,Computer Science,3000,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3001,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Spring 2022,Computer Science,Computer Science,3002,Spring 2023,CSCI220,Pass,Spring,2023,Spring,2022,8092,8088,N/A
Spring 2022,Computer Science,Computer Science,3021,Spring 2023,CSCI220,Pass,Spring,2023,Spring,2022,8092,8088,N/A
Fall 2021,Computer Science,Computer Science,3022,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2020,Computer Science,Computer Science,3025,Summer 2023,CSCI220,Pass,Summer,2023,Fall,2020,8093,8083,N/A
Fall 2022,Computer Science,Computer Science,3037,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2022,8092,8091,N/A
Fall 2021,Computer Science,Computer Science,3038,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3041,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2022,Computer Science,Computer Science,3044,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2022,8091,8091,Data Science 
Fall 2020,Computer Science,Computer Science,3075,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Computer Science,Computer Science,3099,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,3102,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Data Science 
Fall 2021,Computer Science,Computer Science,3107,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3111,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,3112,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Robotics Intel Sys 
Fall 2022,Computer Science,Computer Science,3115,Spring 2023,CSCI220,Pass,Spring,2023,Fall,2022,8092,8091,Computer Eng 
Fall 2020,Computer Science,Computer Science,3189,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Computer Science,Computer Science,3195,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3200,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,Robotics Intel Sys 
Spring 2022,Computer Science,Computer Science,3207,Fall 2022,CSCI220,Pass,Fall,2022,Spring,2022,8091,8088,N/A
Fall 2021,Computer Science,Computer Science,3311,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3354,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3527,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3571,Fall 2022,CSCI220,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2022,Computer Science,Computer Science,2992,Fall 2022,CSCI220,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,3005,Fall 2022,CSCI220,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2022,Computer Science,Computer Science,3024,Fall 2022,CSCI220,Tran,Fall,2022,Fall,2022,8091,8091,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,159,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Physics,Engineering Physics,162,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,174,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,191,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,Info Sys & Science 
Fall 2017,Electrical Engineering,Electrical Engineering,212,Fall 2017,CSCI200,Pass,Fall,2017,Fall,2017,8071,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,216,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,218,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,240,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2018,8075,8075,Antenn & Wirels Comm 
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,247,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,249,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,251,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Physics,Engineering Physics,258,Spring 2018,CSCI200,Pass,Spring,2018,Fall,2017,8072,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,261,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2017,8081,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,265,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,267,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Petroleum,Petroleum Engineering,273,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Environmental Engineering,274,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Physics,Engineering Physics,276,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,277,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,283,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,286,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,287,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Petroleum,Petroleum Engineering,291,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,296,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Chemical & Biological Engineer,Chemical Engineering,297,Fall 2021,CSCI200,Pass,Fall,2021,Fall,2018,8087,8075,Process Engineering 
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,298,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,300,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,301,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,305,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,316,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Metallurgical & Materials Eng,Metallurgical & Materials Eng,318,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,319,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,320,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,327,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Spring 2019,Mechanical Engineering,Mechanical Engineering,329,Fall 2019,CSCI200,Pass,Fall,2019,Spring,2019,8079,8076,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,335,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Physics,Engineering Physics,337,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,338,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,340,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,341,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Environmental Engineering,343,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,347,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,349,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,353,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,354,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Civil & Environmental Enginrng,Civil Engineering,357,Spring 2020,CSCI200,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,361,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,Process Engineering 
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,364,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Metallurgical & Materials Eng,Metallurgical & Materials Eng,365,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,366,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,367,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Spring 2019,Civil & Environmental Enginrng,Civil Engineering,378,Fall 2019,CSCI200,Pass,Fall,2019,Spring,2019,8079,8076,N/A
Fall 2017,Civil & Environmental Enginrng,Environmental Engineering,380,Fall 2018,CSCI200,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2018,Metallurgical & Materials Eng,Metallurgical & Materials Eng,390,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Geo & Geological Engineering,Geological Engineering,391,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2018,8076,8075,GTch
Fall 2017,Mechanical Engineering,Mechanical Engineering,397,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,407,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,408,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,409,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Physics,Engineering Physics,411,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,414,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Civil & Environmental Enginrng,Civil Engineering,417,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,420,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,421,Summer 2020,CSCI200,Pass,Summer,2020,Fall,2017,8081,8071,N/A
Spring 2018,Electrical Engineering,Electrical Engineering,424,Spring 2019,CSCI200,Pass,Spring,2019,Spring,2018,8076,8072,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,425,Fall 2020,CSCI200,Pass,Fall,2020,Fall,2020,8083,8083,Intg Crcts & Elctrnc 
Fall 2017,Chemical & Biological Engineer,Chemical Engineering,429,Spring 2019,CSCI200,Pass,Spring,2019,Fall,2017,8076,8071,Process Engineering 
Fall 2017,Mechanical Engineering,Mechanical Engineering,431,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,436,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,449,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2018,Civil & Environmental Enginrng,Environmental Engineering,450,Fall 2019,CSCI200,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mining,Mining Engineering,452,Spring 2021,CSCI200,Pass,Spring,2021,Fall,2018,8084,8075,N/A
